"","x"
"1",0.644626318204443
"2",0.318183941829243
"3",0.524564682090399
"4",0.543490923157542
"5",0.506344442216632
"6",0.192962315124939
"7",0.569978522019883
"8",0.657695985972576
"9",0.710440227103338
"10",0.526803329279978
"11",0.326115665570768
"12",0.321036456247323
"13",0.336356778524034
"14",0.184283632500279
"15",0.455594577792156
"16",0.46731663772206
"17",0.508241794256542
"18",0.434776803941111
"19",0.529823323251827
"20",0.579663485502732
"21",0.639672456670118
"22",0.478733672765175
"23",0.715785293869504
"24",0.333214119980077
"25",0.117065446743401
"26",0
"27",0.447593781980314
"28",0.415004253702002
"29",0.331762357808869
"30",0.378198057059183
"31",0.413132144534515
"32",0.40004099516619
"33",0.695869435994141
"34",0.671413451497802
"35",0.498009918844699
"36",0.319042957165345
"37",0.61548004944142
"38",0.421024166464997
"39",0.617923604335722
"40",0.580560218655549
"41",0.513140098784251
"42",0.832064349773525
"43",0.304843190143046
"44",0.356914515993174
"45",0.422818832562019
"46",0.689170820031509
"47",0.540950665470168
"48",0.426390465814407
"49",0.449776337086968
"50",0.552696401930317
"51",0.469241635184503
"52",0.638868671129149
"53",0.491953379046513
"54",0.411254746416924
"55",0.618059843465053
"56",0.424872588935499
"57",0.386855957836686
"58",0.599092053692814
"59",0.805817517654536
"60",0.552721528922089
"61",0.176285730085001
"62",0.508344791985926
"63",0.387951871345896
"64",0.510154041407848
"65",0.606294837331381
"66",0.532956359153237
"67",0.328711803629363
"68",0.23440945366397
"69",0.302420928800168
"70",0.355390250689969
"71",0.44968919675378
"72",0.563666222738338
"73",0
"74",0.0482950568388554
"75",0.0185707858018149
"76",0.670534769134581
"77",0
"78",0.160024228430536
"79",0.524080070868623
"80",0.15288790785145
"81",0.175886383994984
"82",0.240736971730423
"83",0.663287665551985
"84",0.231337390851133
"85",0.472133413308658
"86",0
"87",0.644932645960409
"88",0.673654697851801
"89",0.582049630737823
"90",0.667220025096315
"91",0.451957755344077
"92",0.473554082142275
"93",0.180338090687451
"94",0.203692742829707
"95",0
"96",0.618688022868212
"97",0
"98",0.400106783771632
"99",0.592680261896129
"100",0.632804869771868
"101",0.558167212718949
"102",0.0432824962472303
"103",0.565918996945014
"104",0.704403543379107
"105",0
"106",0.487170165365944
"107",0.161545217211082
"108",0
"109",0
"110",0.074850409650437
"111",0.341731984877989
"112",0.312123271116878
"113",0.527299591314881
"114",0.675719042604647
"115",0.464507831042172
"116",0.0474153183436833
"117",0.669637328570764
"118",0.456255724641923
"119",0.491136224845563
"120",0.39303376065875
"121",0.695359447475753
"122",0.39662147556805
"123",0.624129401913298
"124",0.580481610874774
"125",0.18588039221342
"126",0.136886499924799
"127",0.439674401170082
"128",0.53112082841423
"129",0.195376417630595
"130",0.358833182227689
"131",0.314060962395124
"132",0.674177301350389
"133",0
"134",0.526249011078711
"135",0.403070127529112
"136",0.424758582149268
"137",0.562067120703704
"138",0.572329222846261
"139",0.4276152048025
"140",0.326458089654526
"141",0
"142",0.417436309910554
"143",0.19547040231548
"144",0.176828036307393
"145",0.539962720274563
"146",0.715756418447161
"147",0.615876031438465
"148",0.207367387664175
"149",0.323057507977617
"150",0.481304370413627
"151",0.584536309163626
"152",0.109663801499368
"153",0.323504068005208
"154",0.203867425898847
"155",0.428644236933688
"156",0.745214816309631
"157",0.499290865375684
"158",0.438382231115305
"159",0.47753645174338
"160",0.32398319216372
"161",0.651944665026521
"162",0.368010853889495
"163",0.268005707552812
"164",0.400153646487045
"165",0.695855230221872
"166",0
"167",0.416135702929309
"168",0.0673050356544773
"169",0.504613058304463
"170",0.183506819673159
"171",0
"172",0.569850045368802
"173",0.689677915138866
"174",0.654911224050183
"175",0.276591179741675
"176",0.382490914210706
"177",0.32291568252355
"178",0.470974144227714
"179",0.305231946515176
"180",0.603534762870531
"181",0.707972742444707
"182",0.367610131507848
"183",0.500317225478291
"184",0.427294876687582
"185",0.116412232017903
"186",0.295888217747262
"187",0.743298659100887
"188",0.629534685012333
"189",0.829615035773997
"190",0.6046052507278
"191",0.498244378345693
"192",0.486902229201302
"193",0.145814373345129
"194",0.1933980774432
"195",0.423832717713878
"196",0.366907004729737
"197",0.762753887258002
"198",0.598604287698573
"199",0.456917777596526
"200",0.543962983094835
"201",0.73130116425387
"202",0.633990601773187
"203",0.674175555835155
"204",0.406232428981102
"205",0.207615242754004
"206",0.189351707362376
"207",0.504463155579272
"208",0.310777775448664
"209",0.177406426443688
"210",0.264156360640366
"211",0.148557319433017
"212",0
"213",0.762378313708928
"214",0.646136601183009
"215",0.521965177387357
"216",0.438535790720656
"217",0.816741726766084
"218",0.597138208740857
"219",0.738370974601474
"220",0.515726848294499
"221",0.476286576099339
"222",0.676857616051511
"223",0.606159452057826
"224",0.730440459217825
"225",0.556871509457459
"226",0.545418074261568
"227",0.713165738432971
"228",0.481136736474816
"229",0.573265076188861
"230",0.563154628921416
"231",0.458266925013142
"232",0.64505045641376
"233",0.705057150031915
"234",0.629247498419455
"235",0.778767241511738
"236",0.0673538928996922
"237",0
"238",0.432265787968216
"239",0.674511415612398
"240",0.332894157934128
"241",0.0142345815213603
"242",0.200049801291706
"243",0.218520347871502
"244",0.545876518486207
"245",0.590482634405585
"246",0.581221615482305
"247",0.358537262304511
"248",0.18374247124629
"249",0.157765585503817
"250",0.386051408917868
"251",0
"252",0.475155407562715
"253",0.188151271765105
"254",0.191421692970738
"255",0.524983169246704
"256",0.53968834861338
"257",0.390960844943439
"258",0.457852747389521
"259",0.416415600004819
"260",0.680935694685566
"261",0.320503442804249
"262",0.424316590182552
"263",0.39578275189381
"264",0
"265",0.301071530738503
"266",0.516583099425841
"267",0.198292521966643
"268",0.699038210945474
"269",0.112760227418893
"270",0.424890550332806
"271",0.824265319682883
"272",0.348304297135126
"273",0.597124878208617
"274",0.603377242331718
"275",0.477299580520066
"276",0.32074581872073
"277",0.297736109434516
"278",0.794527837188584
"279",0.821600938284245
"280",0.777418036308778
"281",0.669657072819808
"282",0.351309068279391
"283",0.466582013221278
"284",0.441667908086671
"285",0.542697678999771
"286",0.517249430992004
"287",0.5565053837235
"288",0.369723587485557
"289",0.159308591666951
"290",0.121534029067299
"291",0.37101935110577
"292",0.34066381858733
"293",0.604325019335531
"294",0.70529662782259
"295",0.518388111020856
"296",0.52170491008308
"297",0.479762133621008
"298",0.710660451526164
"299",0.656765698487645
"300",0.248838009843719
"301",0.693381417920588
"302",0.864049565390513
"303",0.584342327119351
"304",0.735609465655349
"305",0.42370803212531
"306",0.407378646658829
"307",0.490758664856168
"308",0.626688357563024
"309",0.32643724202201
"310",0.640841187821323
"311",0.537546066045442
"312",0.654657270945009
"313",0.392081404886546
"314",0.641635343111444
"315",0.707168380705713
"316",0.746595023989679
"317",0.621954792254592
"318",0.748351965192529
"319",0.723926469573177
"320",0.74517243888626
"321",0.201100398645268
"322",0.652115624210283
"323",0
"324",0.348292996108101
"325",0.585405616141054
"326",0.6558931199408
"327",0.476756381831338
"328",0
"329",0.151491340816912
"330",0.516725897666307
"331",0.470590153688162
"332",0.40902174499199
"333",0.379873786099598
"334",0.0945660392491845
"335",0.483536594763369
"336",0.65652665982414
"337",0.400306822371021
"338",0.482913039964038
"339",0.501211606147474
"340",0.213639653363099
"341",0.474203116414127
"342",0.73683219552165
"343",0.651118805186251
"344",0.394042090554787
"345",0.768055453291046
"346",0.561388705236341
"347",0.692833235703048
"348",0.17299493145369
"349",0.453837193209594
"350",0.171804522566519
"351",0
"352",0.534262523046483
"353",0.65762059096142
"354",0.725668048813766
"355",0.292285081310697
"356",0.425740272316061
"357",0.593061088944383
"358",0.384971231543042
"359",0.100666769179774
"360",0.356576094667179
"361",0.443232061543089
"362",0.474120188931465
"363",0.51883785614044
"364",0.357590329933812
"365",0
"366",0.113215584298434
"367",0.443356458911969
"368",0.615500932222706
"369",0.470339023040211
"370",0.487243802466071
"371",0.579234112301535
"372",0.812952672241086
"373",0.543069335953245
"374",0.487681850843074
"375",0.625129200761324
"376",0.717906757384824
"377",0.560733033048811
"378",0.557062614839515
"379",0
"380",0.221185995731563
"381",0.309419422349913
"382",0.672287397940539
"383",0.648703645289381
"384",0.647439606292487
"385",0.674172715621425
"386",0.667909030999731
"387",0.636292669646146
"388",0.642807327439875
"389",0.563316158997962
"390",0.241603466247739
"391",0.665109414930142
"392",0.536680502840406
"393",0
"394",0.571791339741529
"395",0.6341460353103
"396",0.183151191983138
"397",0.328988605003792
"398",0.345647666576258
"399",0.446926048491592
"400",0.508314249975379
"401",0.3716225797681
"402",0.302269016131242
"403",0.445357239277036
"404",0.604125860763272
"405",0.82061693363058
"406",0.748851880149416
"407",0.727735150060723
"408",0.158545391482081
"409",0.395222828775662
"410",0.222751295917923
"411",0.281024476286964
"412",0.202447848169343
"413",0.297748502535152
"414",0.187750394415998
"415",0.354988332248836
"416",0.463880933104293
"417",0.333900475635695
"418",0.449380175158128
"419",0.524635582561141
"420",0.75669193413786
"421",0.32779184698385
"422",0.403835998213656
"423",0.12808278497059
"424",0.498783489907133
"425",0.357747084506647
"426",0.299023485110722
"427",0.433895855741779
"428",0.383807439684221
"429",0
"430",0.428516052605188
"431",0.347111224169955
"432",0.53566320640227
"433",0.0707428938849893
"434",0.699934456258547
"435",0.516225956611305
"436",0.37140609470377
"437",0.622885720713951
"438",0.63363185992619
"439",0.215028026681455
"440",0.339252420884793
"441",0.296431261610459
"442",0.0906976283966472
"443",0.286529741381076
"444",0.258331782455289
"445",0.242396481400708
"446",0.644696594501214
"447",0.369497275239669
"448",0.541611723733701
"449",0.476174889740849
"450",0
"451",0.464158586062274
"452",0.652545508006147
"453",0.40476212838103
"454",0.585812987793944
"455",0.581991552853682
"456",0.355222904484354
"457",0.403549392973902
"458",0.43273205323455
"459",0.239369655677017
"460",0.572324290364992
"461",0.445039213453197
"462",0.556769895447985
"463",0.434314498352753
"464",0.364886316416339
"465",0.113227442191387
"466",0.310137469484004
"467",0
"468",0.290697460263021
"469",0.0698898114561429
"470",0.588658448132063
"471",0.461712463635342
"472",0.566761264438583
"473",0.588375799946334
"474",0.613731680063148
"475",0.00642068028534004
"476",0.409197868953306
"477",0.289418415171394
"478",0.376957866830555
"479",0.303890346726326
"480",0
"481",0.498167209594116
"482",0.312518213799834
"483",0.17096716012261
"484",0.00474205162008986
"485",0.340682928618415
"486",0.626494345676214
"487",0.742540911245192
"488",0.101268293505977
"489",0.239891667687764
"490",0.651351401752132
"491",0.552106727998747
"492",0.672443244789489
