"","x"
"1",0.033536542660486
"2",0.0208192205797875
"3",0.0117290082814002
"4",0.0171630121343386
"5",0.0164701923989438
"6",0.0314452596823242
"7",0.028769765901945
"8",0.0242792013621602
"9",0.0203840659384543
"10",0.0225746348010685
"11",0.0270155499931856
"12",0.0229661753896351
"13",0.0164365388804224
"14",0.0169329055074275
"15",0.0185304254921019
"16",0.0249395540608457
"17",0.0254917295064707
"18",0.0245236596507273
"19",0.0283398426718281
"20",0.0203170277135603
"21",0.0251207320016869
"22",0.0384962696562079
"23",0.0201269741395438
"24",0.0213257700720721
"25",0.0213967808363498
"26",0.0184804723352768
"27",0.0264010816738293
"28",0.0237403746585142
"29",0.026195658229855
"30",0.0280190696559097
"31",0.0275298712199355
"32",0.0222008821340622
"33",0.025235874205198
"34",0.0255537141247923
"35",0.0358255101287239
"36",0.0203329765394223
"37",0.0183473871510994
"38",0.0291844219012971
"39",0.02329282653818
"40",0.0162018934686902
"41",0.0211760074580236
"42",0.0226841332294776
"43",0.0143194146537007
"44",0.0206744507625353
"45",0.0232174225436619
"46",0.0251644017579544
"47",0.0265457834730824
"48",0.0244230057636719
"49",0.0246469693435476
"50",0.0361408915905101
"51",0.0235402467776532
"52",0.0215781170574624
"53",0.0287059874414383
"54",0.0240767705160664
"55",0.0257547973858801
"56",0.0150204319167945
"57",0.0227174105153743
"58",0.0209798273656979
"59",0.0189420411676021
"60",0.0243654899367937
"61",0.0271674988820434
"62",0.0290573685157943
"63",0.0244158904015136
"64",0.0248135800272197
"65",0.0295474151990417
"66",0.029732892797436
"67",0.028682879387965
"68",0.0253627499067554
"69",0.0249289886175891
"70",0.0241868237643658
"71",0.0307357131615913
"72",0.0254018114251654
"73",0.0295571064517214
"74",0.0260040697457984
"75",0.0263303307937906
"76",0.0356765245543175
"77",0.0244318271917154
"78",0.0273197922090108
"79",0.0246895736486385
"80",0.0258412192556718
"81",0.0218313170699292
"82",0.0253291091629727
"83",0.0257135815865897
"84",0
"85",0.0237510516705616
"86",0.0237699352852452
"87",0.0243726157841586
"88",0.0367715142749186
"89",0.0353709693251722
"90",0.0280768276662676
"91",0.0172483718942168
"92",0.0183511614678665
"93",0.0217510513272205
"94",0.0230344850415733
"95",0.0179516385903685
"96",0.0252603392980773
"97",0.0220231759230223
"98",0.0276442439635781
"99",0.0240282005466433
"100",0.0230337415961137
"101",0.0228807537153239
"102",0.0203326009635609
"103",0.0216644377280263
"104",0.0224001296381785
"105",0
"106",0.0321460693523803
"107",0.022524130236596
"108",0.0218404594992005
"109",0.016987789552252
"110",0.0243975571961616
"111",0.0161227287388503
"112",0.0279735481932433
"113",0.0212168589433239
"114",0.0200912854799234
"115",0.0204560889190893
"116",0.0214431899399694
"117",0.0199005634206694
"118",0.0247543235521142
"119",0.0208214764034896
"120",0.0172881864519837
"121",0.0212818141791433
"122",0.0320741677120015
"123",0.0220666342605355
"124",0.0350785688106491
"125",0.0210372035441748
"126",0.0178544151438188
"127",0.032556432680368
"128",0.0250230226721568
"129",0.0288783643026044
"130",0.0238889981226259
"131",0.025885812529968
"132",0.0333960315602528
"133",0
"134",0.0190344969426099
"135",0.0187767231512651
"136",0.0204325376954915
"137",0.0228226573472201
"138",0.0254303469340792
"139",0.0203148917151737
"140",0.027956836056926
"141",0
"142",0.0227728831488065
"143",0.0235690774477803
"144",0.0239554290304784
"145",0.0256605993539318
"146",0.0224887734754963
"147",0.0211246728650463
"148",0.0263013923748702
"149",0.0305446013290163
"150",0.0282109544786181
"151",0.0211377789661562
"152",0.021814356921941
"153",0.0239005580896199
"154",0.0233854974972641
"155",0.0342293994562885
"156",0.0284019113576143
"157",0.0244570063106679
"158",0.0301580859198539
"159",0.0236272562058285
"160",0
"161",0.0194504713176616
"162",0.022477546198478
"163",0.0102569783826413
"164",0.0284849600407287
"165",0.0148797680901489
"166",0
"167",0.0274985464990195
"168",0
"169",0.0308574151510382
"170",0.0257975331307373
"171",0.0221785988923866
"172",0.0235586322689103
"173",0.0186189990563307
"174",0.0274465395627783
"175",0.0245468475598864
"176",0.0340077335194132
"177",0.0217332531255956
"178",0.0168916813139792
"179",0.0203112184721698
"180",0.000589080687237777
"181",0.0360285361222383
